rating,country,full_review,date,seller_rating,product_rating,shipping_rating,review_length,negative_sentiment_score,neutral_sentiment_score,positive_sentiment_score,compound_sentiment_score
1,United States,one headphone. i got this deal on before headphones from fat kid deals on twitter and i literally just opened the box and it only came with one headphone just my luck i guess smh,2021-06-22,0,0,4,178,0.06,0.862,0.078,0.1779
1,United States,fake airpods. literally got sub flimsy plastic earbuds. do not get tohe,2021-07-07,0,0,0,71,0.22,0.78,0.0,-0.4767
1,United States,"do not buy, they did not connect to my phone! bought these after reading all reviews thinking i wouled get a good pair but no! they do not connect & you can hear static through the headphones.",2021-02-19,0,4,0,192,0.0,0.934,0.066,0.3682
1,United States,"you can buy these counterfeits from china for $ 50. read the reviews. you can buy counterfeits from china for $ 50 and they look a lot like real ones, even with the same packaging. you can tell fakes because noise cancel and pass-through do not work. 
 they are a dated set of wireless headphones, but they are not worth $ 50 to $ 100 more than retail for genuine airpods.",2020-02-10,0,2,2,372,0.073,0.904,0.024,-0.3917
1,United States,"fake, do not buy. i did not buy best butone’s saying tohese are fake (and obviously they are, they’r refurbished and more expensive than new you) and just wnted to bring more attention to that.",2020-02-21,0,1,0,193,0.23,0.77,0.0,-0.8614
1,United States,"scam counterfeit price gouging. these are counterfeit earbuds, there the same serial. do not fall for this scam.",2020-02-06,0,0,0,112,0.335,0.665,0.0,-0.8432
1,United States,fake you are are fake you can tell from the stock photo.,2020-10-10,0,0,0,56,0.383,0.617,0.0,-0.7351
1,United States,pricing wrong price mf,2020-03-04,0,0,0,22,0.508,0.492,0.0,-0.4767
1,United States,do not waste your money .. do not buy these. way overpriced and used.,2020-02-14,0,4,0,69,0.0,0.848,0.152,0.3252
1,United States,be careful. more expensive than the new one 😂😂😂😂,2020-02-03,0,5,0,48,0.175,0.438,0.387,0.9042
1,United States,scrappp price !!. garbage price by the seller! scrap !!!,2020-01-29,0,0,0,56,0.0,1.0,0.0,0.0
1,United States,"$ 100 more and refurbished, yeah pass on that. headline says it all",2019-12-17,0,0,0,67,0.0,0.83,0.17,0.3535
5,United States,"cannot believes were not brand new. really glad i got tohe, my favourite thing about airpods is how quickly it takes to get not listening to music to listening to music. you are specific model i could not tell before were refurbished to be honest! they are clean and work perfectly and i have yet to kill the battery. i love it. i think i expected bit more from the noise cancelling though butis is my first ever noise canceling device and i think i may need to try a different tip fit in my left ear versus my right ear. or maybe a comple foam tip for a different fit. as summary the fit is a bit loser than the original airpods we are. but do not get me wrong i used these on a planet and it was a lot of better experience than the airpods one",2021-06-07,5,5,5,745,0.039,0.808,0.154,0.9457
5,United States,"almost brand new!. i absolutely love these. not only are they amazing works of art, they are a part of my everyday life, and for good reasons. 
 if you are skeptical about ordering these “renewed” airpod pros, do not be! i ordered tohese and got them delivered the same day! vry well package, and came with all of the accessors that would come in a sealed box. vray minimal scratches, cannot even tell really. and they were see clean, almost brand new! definitely worth it. that is my two cels.",2021-11-01,0,5,5,494,0.022,0.775,0.203,0.9595
5,United States,almost too comforable. took a chance on some refurbished airpods. so far they have lived up to my expectations as an apple product. they have been easy to use and the connect quickly no matter what implement i use. the only thing i do not like about them is i forget that they are in my ears .. lol surely not a fault but the have nearly gone swimming with me a couple of times .. if you have needed real airpods in your ears in your ears in your ears you are in for a treat .. enjoy,2021-04-26,0,5,5,483,0.037,0.81,0.153,0.9142
5,United States,ace good as new. i was not really thinking i wanned renewed but i saved 120 dollars getting these and they do not disappoint so far. they arrived in a new looking box and was well equipped with a cord and ear ends to change out tips. i did not like i could not getting extended warranty options for them them.,2022-04-09,0,5,5,309,0.038,0.802,0.16,0.8187
5,United States,"wonderful shape and product!. i was a little skeptical with the refurbished product but it works amazingly, it is a real apple product repcacked in the original box, although there was an odd charging cable with it, it was not a normal usb-usb-c lightning cable this must apple charging cords are but nonetheless if you use apple products you are sout to have one of these anyways if you don´t have to wireless charger! all features work perfectly, paid $ 30 less for the same product just not brand new! i woud highly recommend this product from this seller!",2021-09-20,0,5,0,559,0.039,0.82,0.141,0.9261
1,United States,stay away! item not as described. ear bud case had no serial number onhem. the ear buds sounded horrible and marks on them. i took them to apple store and the stated the were not oem.,2021-10-07,0,0,0,183,0.179,0.821,0.0,-0.7363
5,United States,"love these. these are so good. noise cancellation is no joke lol, when are in you c cannot hear anything. came perfect and on time. not damaged and vary long battery life",2022-01-20,0,5,5,170,0.095,0.587,0.317,0.8963
5,United States,"love these! new package, great quality, comforable to wear. love using one for music, and still being uble to work and hear.",2022-07-03,0,5,5,124,0.0,0.598,0.402,0.9299
5,United States,good sound quality. the sound is vary nice bass quality. battery lasts around 3-4 hours in constant use. i am enjoying them over others i have boought in the past.,2021-12-14,5,5,0,163,0.0,0.748,0.252,0.8442
5,United States,printed. they do what they say and since i ’ve only had them one week they are are. hopefully many years of service from them.,2022-05-02,4,0,0,126,0.0,0.899,0.101,0.4019
5,United States,"like new airpod pros. these earphones work as well as a brand new pair. now signs of use, perfect condition.",2022-05-21,0,5,0,108,0.0,0.672,0.328,0.8074
5,United States,surprisingly good buy. vary happy with purchase. all around good buy. comfortable fit great sound vray happy. would it recommends to anyone looking for a a similar product,2021-11-10,0,5,0,171,0.0,0.411,0.589,0.9781
5,United States,comfy these are very comfy and the noise cancellation is amazing,2022-04-27,0,5,0,64,0.0,0.725,0.275,0.5859
5,United States,satisfied used my personal. i like the fact that they stay in my ear much better than the air pods ear buds.,2021-12-05,0,5,0,108,0.0,0.699,0.301,0.802
5,United States,so much better than airpods. the normal airpods hurt my ears but before airpod pros are so many for me to look. i can have thanm in my ears all day with no pain! love you have a lot of have bought subs present for my sons.,2021-11-17,0,2,2,222,0.126,0.772,0.101,-0.3403
5,United States,"excellent. 2 weeks were delayed to arrive in colombia. 
 the sound is excellent, cancellation of optima noise, one recognized my iphone 11. 
 despite being reconditioned, they work very well after 6 months of use, approximately using 3 days each week.",2022-04-26,0,5,5,251,0.04,0.755,0.205,0.8357
5,United States,excellent. good purchase,2022-03-31,0,5,0,24,0.0,0.132,0.868,0.765
4,United States,great. not disappointed. worth the money. good purchase.,2021-10-28,0,5,0,56,0.109,0.263,0.628,0.8355
5,United States,it is very good. the noise cancer is impressive,2022-06-04,0,4,0,47,0.26,0.355,0.384,0.2716
5,United States,"love love love. great price, great quality, fast delivery. the noise cancellation is my favorite. super happy!",2021-09-27,0,5,5,110,0.0,0.221,0.779,0.9869
5,United States,amazing. these earbuds are way better them thought. my are is so happy with before and they look like they have needed at all.,2021-12-03,0,5,0,126,0.0,0.589,0.411,0.9318
5,United States,"airpod of my most favorite. very good, they come in excellent condition, very good sound quality and the battery has a better duration than the previous models, it has the detail that they feel very light in the ear and it is because of the sponge but once you get used to it feels good",2021-06-04,0,5,0,286,0.0,0.77,0.23,0.9122
5,United States,i wished they had smaller ear buds my ears are to small but they fit my boyfriend’s just fine. i like the battery life on them it is long lasting also i wouled purger them to come will smaller ear buds they have small but i need ss,2021-10-28,0,5,0,231,0.0,0.838,0.162,0.8271
4,United States,"only 1 issue, but overall fine .. the airpods itself works pretty fine, but they were a little dirty and i had to clean that. i understand they are bought renewed, but i expecto them to have been clened, at the vary least.",2021-09-20,0,5,0,222,0.064,0.708,0.228,0.8334
5,United States,noise canceling. you have to trym to understand. would definely recommend :),2021-11-27,0,5,0,76,0.0,0.645,0.355,0.6705
5,United States,great product. gots sece bacouse my husband had a pair and mine were not pro. likedss so many better than the originals.,2021-11-11,0,5,0,120,0.0,0.733,0.267,0.8062
5,United States,"excellent. car, running.",2021-11-15,0,5,0,24,0.0,0.351,0.649,0.5719
5,United States,great product. they sound and work great. would never know that they were re refresh/previous owned,2021-09-13,0,5,0,99,0.0,0.631,0.369,0.8481
5,United States,great deal! works and looks like new.,2021-10-29,0,5,0,37,0.0,0.42,0.58,0.784
4,United States,"bro serious? substhing makes me question if they are used genuinely refurbished. maybe remaving the earwax in the silicon tip can be in order next time? oher than that, you are buying a used set of airpod pros.",2021-09-11,0,2,0,210,0.043,0.957,0.0,-0.168
5,United States,price was reasonable cammed and great quality!. love the air pods great quality sound proof,2021-09-25,0,5,0,91,0.0,0.486,0.514,0.9286
1,United States,the left ear bud did not work. the left earbud didn´t work but they did take it back and give me a prompt refund.,2021-12-17,3,3,0,113,0.0,1.0,0.0,0.0
5,United States,so convent and a clear sound!. love the earbuds! easy to use ad the sound is great!,2021-07-08,0,5,0,83,0.0,0.47,0.53,0.9401
5,United States,love it. great quality,2021-10-03,0,5,0,22,0.0,0.194,0.806,0.8519
5,United States,best noise canceling i have experienced so far. sounds good and spatial audio is great. could have more bass though,2021-09-22,5,5,0,115,0.0,0.597,0.403,0.9093
5,United States,"great sound. i ordered these as a birthday gift! 
 they came in great condition, packed well, secure! 
 brand new out of the box! vary happy with the purchase",2022-06-20,0,5,5,158,0.0,0.522,0.478,0.9646
5,United States,exceptional quality headphones at a reduced price. nice to get theme refurbished headphones at a discount.,2021-09-14,4,4,0,106,0.0,0.843,0.157,0.4215
5,United States,they are good quality but they are still linked with another apple account. this apple airpods are still link with another account and it is annoying. keeps telling me that the owner still can see location for this products,2022-04-22,0,2,0,223,0.084,0.871,0.046,-0.3818
3,United States,"ok for price. had a few places where it looks like white paint was applied. other than that, sems to work ok",2021-07-05,0,5,0,108,0.0,0.734,0.266,0.7096
1,United States,"""renewed"" must be a new name for tried to clean .. i paid 158 $ forsee airpods. the whole outside of the case was scratched all to hell and one of the airpods has dust/lint on one of the side speakers.",2022-03-08,0,0,0,201,0.099,0.842,0.058,-0.4404
5,United States,perfect!. they are like new.,2022-03-21,0,5,0,28,0.0,0.316,0.684,0.7574
5,United States,"great deal great price & great warranty! great sound, lite feel and price was worth it too!",2021-10-09,0,5,0,91,0.0,0.389,0.611,0.9632
5,United States,thanks thanks,2021-09-11,0,0,0,13,0.0,0.0,1.0,0.7003
5,United States,"it is good. everything works so far, i am happy thank you seller and amazon you guys are the best",2021-09-17,0,5,0,97,0.0,0.5,0.5,0.9325
5,United States,clear sound. battery life. great product. really like it,2021-10-29,0,5,0,56,0.0,0.387,0.613,0.8588
5,United States,vray printed. no complaints well worth it,2022-04-24,0,4,0,41,0.182,0.401,0.417,0.3278
5,United States,airpods great product. showed no signs of use and looks brand new!,2021-10-17,0,4,0,66,0.133,0.603,0.265,0.4926
5,United States,everything works perfectly fine. there is really nothing to unlike,2022-05-08,0,5,0,66,0.0,0.571,0.429,0.7184
5,United States,good vary nice,2021-11-08,5,5,0,14,0.0,0.149,0.851,0.6908
5,United States,good purchase. guorks great,2021-10-06,0,5,0,27,0.0,0.222,0.778,0.7906
5,United States,shipment was delivered vray quickly. great sound quality,2021-12-17,0,5,5,56,0.0,0.631,0.369,0.6249
5,United States,kid loved them. she cried happy tears over them,2022-01-06,0,0,0,47,0.263,0.292,0.444,0.6249
5,United States,lovely. good quality for a renewed product no issues,2021-04-04,0,5,0,52,0.148,0.403,0.45,0.6705
5,United States,good quality. good sound quality. been happy so far.,2020-12-13,0,5,0,52,0.0,0.387,0.613,0.8591
5,United States,"vary good sound quality, vray good battery life. vary good sound quality, vary good battery life",2020-10-19,0,5,0,96,0.0,0.508,0.492,0.891
5,United States,received within 24 hours from ordering. looks and sems like brand new out of the box. paired within seconds. works great so far!,2022-11-29,0,5,5,128,0.0,0.753,0.247,0.784
5,United States,love it. love it,2020-09-27,0,0,0,16,0.0,0.192,0.808,0.8555
5,United States,"apple airpods pro. what a great deal i got, the airpods came in the original box, “brand new” thank you vary much!",2022-10-06,0,5,5,114,0.0,0.674,0.326,0.8478
5,United States,great airpods. noise cancellation is subtimes too good but it is perfect for my jobs where i can just ignore people and vibe,2022-10-11,0,5,0,124,0.102,0.597,0.3,0.743
5,United States,"i was very skeptical only but i am glad i purchaseed!. i was very skeptical at first scholause of it being renewed. you never know what to expect, the i am a “reviews” type of person so i looked at reviews saw a lot of bad reviews but the good reviews drew me in to just chance it and hope for the best quality product. it is a steal for this price! you cannot beat it. i love them! noise cancelling is great when i want to drown out my kids and husband 🤣 and their nice and loud, watching movies makes you feel like your actually there. surround sound in my ears 👂🏽. if you do not believe my word, here is a picture/video of my headphones. mint condition, no issues!",2022-09-04,5,5,0,667,0.127,0.635,0.238,0.9751
5,United States,airpod pros. good solid product!,2021-03-20,0,5,0,32,0.0,0.385,0.615,0.5848
5,United States,sees it. love it!,2021-04-02,0,0,0,17,0.0,0.4,0.6,0.6696
2,United States,do not but refurbished. these are not refurbished by apple. read the 1 star reviews. they do not work and many claim they are fake. this is way too exhibition for this poor quality or product that is a copy.,2022-10-17,1,1,0,207,0.193,0.807,0.0,-0.8775
5,United States,"excellent. worth the money bestase headphones are the best pair i have ever owned. yes, a little pricey, but spoil yourself. noise cancellation is at 10/10",2022-12-26,0,5,0,155,0.0,0.727,0.273,0.7391
5,United States,noise isolation is the best i have experienced. i love them their better than my beats pro wireless,2021-04-25,5,5,0,99,0.096,0.5,0.404,0.8625
5,United States,great. there is no way i could liste to music with noise cancellation when i can just put my airpods in and just sit there and say huh to everybody,2021-04-27,0,4,0,147,0.064,0.816,0.12,0.4404
5,United States,best yet!. i love the sound quality and the speed of recharing,2021-12-02,0,5,0,62,0.0,0.535,0.465,0.8655
5,United States,wow! better theen expecto .. perfect condition! loved it and i love the wireless charging feature! noise canceling works like a charm. would recommends! do not liste to bad reviews.,2021-06-17,0,5,0,181,0.0,0.415,0.585,0.9828
1,United States,airpods one of them completely did not work,2022-09-07,0,3,0,43,0.0,1.0,0.0,0.0
5,United States,incredible. awesome,2021-04-10,0,5,0,19,0.0,0.185,0.815,0.659
5,United States,great product. i love my airpods. they fit tightly in your ear.,2022-01-28,0,5,0,63,0.0,0.455,0.545,0.8957
1,United States,"vary disappointed, i cannot believe what was sent. it may not have offen from the reading the other reviews, but with my luck it did. i not only prescribed fake, but a really bad one. case and buds were also extremely beat up and so damn dirty. the cheap plastic buds were too light, not mesh on the black areas like the real ones, no mic, i can go on and on. the only things that seemed genuine was the box and cable. i was advised by amazon that these were from a third party seller. i am still utterly amazed that these fake garbage buds passed any sort of inspection.",2021-07-09,0,2,0,571,0.162,0.692,0.146,-0.5062
5,United States,work great. airpods worked great did not have any connections issues or sound issues definitely worth the buy from my perspective.,2021-10-16,0,5,0,130,0.0,0.57,0.43,0.9153
1,United States,do not waste your money. just save your money look for subject better even though online reviews look great and they may sound awesome out of the box mine did not even last a year and now they are pretty much worthless.,2022-07-01,0,5,0,219,0.05,0.606,0.344,0.9511
3,United States,these airpods are cool but the driver took them. these were cool but the driver took them,2022-11-19,0,0,0,89,0.0,0.765,0.235,0.5574
5,United States,"best buy. exceeded my expectations 
 i loved them, they arrived in less than a week, perfectly clean, new accessories and without a rayon 
 sound quality is perfect",2021-01-23,0,5,5,164,0.0,0.541,0.459,0.9623
5,United States,"apple is apple. punctuality, fulfilled the expectation",2021-03-09,0,4,0,54,0.0,0.682,0.318,0.4215
4,United States,"tough to beat. i started with apples airpods when they first came out and they are good but i had a few issues, with fit primarily. so when they came for the pro version i knew i was's the only one wanting a few changes, different sded ear tips chief among than. are you are so much better fitting/sounding than the original uncertainty, i am not really a fan of the squeeze technic vs simply tapping but we will see maybe that will grow on me. if only apple bought their manufacturing here to the usa that is the number 1 improvement needed at this point, but unlikely as of 2021 ... 
 update 2022, they are great! the squeeze is ok, i would still rather have the tap but, whatver. sound is vary good, battery life is incredible considering how small they must be.",2021-01-30,0,5,5,765,0.042,0.793,0.165,0.9704
1,United States,i cannot and i will not. they came this morning so excited to give these to my brothers and well nothing,2020-08-27,0,5,5,104,0.0,0.785,0.215,0.6389
5,United States,good as new! good as buying new,2021-04-19,0,5,0,31,0.0,0.451,0.549,0.7263
5,United States,airpods i love that they work every time,2022-07-27,0,5,0,40,0.0,0.625,0.375,0.6369
1,United States,don's waste your time buying. bought to pair for my son. the left side did not work at all. had a replacement feel to me and it would not connect to phone bluetooth what so ever. had to go bum from elsewhere,2020-09-11,0,2,0,207,0.064,0.936,0.0,-0.4215
5,United States,battery life is not long enough. i did not think i wouled like these air pods. but i really like the noise cancelling feature.,2022-11-02,0,0,0,126,0.077,0.733,0.19,0.5006
4,United States,"great quality. came in a reseated factory box. the box was dirty but the airpods and case were pristine including all factory ear tips, documents plus an apple warranty, overall would buy renewed again.",2022-06-09,0,4,4,202,0.053,0.877,0.07,0.1531
5,United States,"save sub money, get them .. unless you are looking to get apple care of use apple card, save your money and grabse. same quality as my apple boucht pair. love ‘them",2022-09-14,0,5,0,164,0.0,0.67,0.33,0.93
5,United States,"popular gift item - teenager loved this. arrived on time, as described and in good condition",2023-01-08,0,5,5,92,0.0,0.49,0.51,0.91
5,United States,"best airpods. absolutely love these! had the og airpods beforle before and although these are more expense, with what they bring to the table completely recommended the regular air pods.",2021-03-15,0,5,0,186,0.0,0.709,0.291,0.9017
5,United States,great service. great service and wife is vary happy with them,2022-01-05,5,5,0,61,0.0,0.402,0.598,0.9169
5,United States,okay. okay,2021-01-29,0,0,0,10,0.0,0.0,1.0,0.4215
5,United States,"they were renewed, but you wouled never know it. you go in brand new packaging and item just as describe. they work perfectly and i was able to save about 50 bucks getting the refurbished. i just ordered second pair for myself!",2022-11-05,0,5,5,227,0.0,0.794,0.206,0.908
3,United States,"i don's believes these are ""renewed"". they did not come in a sealed box and were still connected to another phone when i got them.",2021-05-12,0,0,0,130,0.0,1.0,0.0,0.0
5,United States,good app. sounds great,2021-04-23,0,5,0,22,0.0,0.222,0.778,0.7906
5,United States,it is sounds great and battery last long. great product,2022-07-28,0,5,0,55,0.0,0.494,0.506,0.8481
5,United States,pocket g-ride. i like everything,2022-03-02,0,0,0,32,0.0,0.615,0.385,0.3612
5,United States,"really happy. i had them before, i lost them so i had to get the same. strongly recommending them for the noise canceling.",2022-07-20,0,5,5,122,0.081,0.704,0.215,0.5849
1,United States,left side does not work. left side does not work,2021-12-27,0,3,0,48,0.0,1.0,0.0,0.0
5,United States,headphones great,2021-11-02,0,5,0,16,0.0,0.196,0.804,0.6249
5,United States,they perfect. when you do not want to hear any noise. sound quality,2021-03-06,0,5,0,67,0.077,0.691,0.232,0.5389
5,United States,a must have from must buy seller. quality is amazing. noise cancellation is the greatest feature i have ever had. i also had slight delivery issue but that was becouse of usps and not the seller. there is a slight warp on the box to the left but oher than that ’s pretty many brand new. 5/5 would give a ten if i could. thank you for your product!,2021-05-06,0,5,5,347,0.0,0.835,0.165,0.916
5,United States,great purchase .. before airpods are awesome. the noise cancellation is great and the battery life is superb.,2022-11-29,0,5,0,109,0.0,0.461,0.539,0.9545
5,United States,good great,2022-08-23,0,5,0,10,0.0,0.0,1.0,0.7906
1,United States,product was not renewed. product was not properly fixed. the left ear bud had constant ringing noise. charging cord was a dirty old cord for another apple device. definitely will return the product,2021-03-15,0,2,0,197,0.079,0.847,0.074,-0.0516
5,United States,sees it. sees it,2022-12-08,0,0,0,16,0.0,1.0,0.0,0.0
5,United States,airpods pro. they work great for the price they came on time and i love them,2022-06-12,0,5,5,76,0.0,0.628,0.372,0.8519
1,United States,did not work!. left did not work.,2021-04-16,0,3,0,33,0.0,1.0,0.0,0.0
4,United States,"the delivery was successful .. but box is contamination. 
 but's okay to use it squeal",2021-02-28,0,5,5,86,0.0,0.732,0.268,0.5789
5,United States,battery life issue. battery life is a bit less than advertisement. only 4hr insered 5 hr of non-stop music listeny.,2021-10-30,0,3,0,115,0.0,1.0,0.0,0.0
5,United States,the airpods look and work my only complaint is that the case has a few scratches on it. the airpods work and work great your only complaint is that there is a few scratches on the case i was in that they charge quick and the sound quality is amazing. five stars definitely recommend buying.,2022-11-25,0,5,5,290,0.066,0.737,0.197,0.8658
5,United States,happy. sounds great,2022-10-01,0,5,0,19,0.0,0.114,0.886,0.8316
5,United States,reliable. it comes very fast and excellent,2021-11-30,0,5,5,42,0.0,0.602,0.398,0.6077
1,United States,do not buy products from chubbiestech or anything refurbished. chubbiestech claims that the test and clean event product before selling it. when i relevise airpod pros they look dirty and on top of that the left one did not even work at all. on top of that i had to contact amazon to finally get me a refund from them. stay away from chubbiestech,2021-04-21,4,4,0,346,0.041,0.844,0.114,0.4767
5,United States,"do yourself in favor, get them renewed. highly recommends, save yourself a little bit of money and get them renewed. eventhing works perfectly, incredible features, no problems pairing, arrived in perfect condition. no complaints!",2022-06-25,0,5,5,230,0.0,0.535,0.465,0.9667
1,United States,returned. they did not work correctly. 🥲,2023-01-16,0,3,0,40,0.0,1.0,0.0,0.0
5,United States,amazing. amazing. i had these but lost them and did not have enough money to buy them new but sele work literally the same as the new ones. you just have to change the name of them on your phone when you get them and they are good as new.,2021-01-30,0,5,5,238,0.051,0.799,0.15,0.6908
5,United States,"great purchase!. airpods came in the box with everything in it, so far so good, like new! highly recommended",2022-09-29,0,5,5,108,0.0,0.524,0.476,0.9277
5,United States,clear luck luke new,2021-05-28,0,0,0,19,0.0,0.263,0.737,0.6808
1,United States,"""renewed"" did not work. i ordered renewed airpods for a christmas gift and unfortunately that did not work. one of the airpods made such to the noice that you could not hear out of it. like it was toy like fixed before it was sold to me. so disappointed!",2021-12-27,0,4,0,254,0.109,0.751,0.14,0.2025
1,United States,yikes…. the mix of the right airpod does not work. i have fir it in to apple twice now and i am so irritated 😭,2021-04-28,0,1,0,110,0.224,0.776,0.0,-0.8036
5,United States,love these! great product!,2021-04-29,0,5,0,26,0.0,0.184,0.816,0.8715
4,United States,"good but… came still registered to sumon else…. also does not work well with amazon fire tv. the volume is vary low, even when turned all the way up. wish i had just purchased new for a few dollars more!",2023-01-12,0,4,4,203,0.132,0.71,0.158,0.3134
4,United States,"95% worth it. simply put: the devices have connectivity issues (similar to pair android devices with android phones). it is annoying, tolerable but.",2021-11-25,0,2,0,148,0.076,0.864,0.06,-0.1027
5,United States,it is very good and i am liked to have one of these products. this is a very good product and i feel happy that the product came in good,2020-09-05,0,5,5,136,0.0,0.613,0.387,0.9412
4,United States,"almost perfect!. i boought before refurbished airpod pros from the seller ""certified pre-owned computers"". i highly suggest you check the reviews for the seller you buy refurbished products from !! the airpods pros i purchaseed from this seller came in the original apple box, with the airpods case, airpod pros, lightning charging cable and the extra ear tips along with the apple paperwork with no apple stickers. i immedialy checked to see if the serial numbers on the box and on the inside of the airpods case matched up, and went to the apple website to check if the serial number was was authentic apple airpods. good news: they are real apple airpod pros! (there are a lot of fake airpods out there, so be careful!) the condition of the airpod pros and case were clean and almost like new. there is a vary small tiny scratch on the side of the airpods case, but it is vary hard to see and basically unnoticable. other than that small blemish, the airpods themselves work perfectly. all the batteries charge fully, and sem to last as long as they should. the firmware is up-to-date. the only downside to my purchase was that my package did not count the small apple ear tips; insered i got 2 pans of large ear tips and one pair of medium sized ear tips. vary unfortunate, but the medium work dates engough for me. overall, besides the missing small ear tips, i am very satisfied with the sound and function of my like-new airpods pros!",2021-01-04,0,5,5,1441,0.052,0.866,0.082,0.8128
1,United States,"do not buy from this company. they feel me a pair of earbuds that did not even work at all. the sound was horrible with so much feedback. they wouledn’t even connect to my iphone. when they did manage to connect it would only be for a few minutes. the case would not even pair. i bought another pair of ""renewed"" earbuds from a different seller and they cameged beautifully with a charger included. these came in a ziploc bag with not charger. when i contact them to havese things replaced they toled me to the apple store. so i did. now the apple store you ha hadse earbuds for the past 2 weeks and the are still ""diagnosing"" them sellow -when i was in store the failed every diagnostic test the ran ran so thes had to send them off. bought them almost a mounth ago and i still do not have my earbuds just because this seller sold me a garbage product and then refused to just exchange them for a pair that works.",2021-06-26,0,2,2,914,0.048,0.919,0.033,-0.4404
5,United States,"just like new. they work as if they are brand new, came vray clean & has strong noise cancellation too! at first i was a big nervous apter buying but they are perfect & i saved a good amount of money",2022-09-27,0,5,5,199,0.029,0.627,0.344,0.9523
5,United States,for who is looking for a case. this is the perfect and durable case for it! https://amzn.to/3hhrek4,2022-12-15,0,5,0,99,0.0,0.8,0.2,0.6114
5,United States,"overall great. jus fine works. audio is grate at, options are great, vray clean when i got them nice and smooth and mostly charged just need to charge a few minute to get to 100.",2021-07-03,5,5,0,178,0.039,0.626,0.335,0.9287
3,United States,the right budzed when on anc and transparency mode. product was defected,2023-01-03,2,2,0,72,0.197,0.803,0.0,-0.4019
5,United States,thank you!. all is well than you !!,2022-02-06,0,5,0,35,0.0,0.523,0.477,0.6679
5,United States,great. had them for about a week now and i got a perfect one it sems because i have had no problems with them and saved me money. all the issues that have stated can happen do not get me wrong but mine were and have been fine,2021-08-31,0,5,0,225,0.0,0.772,0.228,0.8558
3,United States,airpods pro. left and right airpods keeps getting disconnected,2021-02-19,0,0,0,62,0.0,1.0,0.0,0.0
5,United States,airpod pros must buy. i boought the refurbished oons they look brand spanking new its disbelief have't used them yet but oh man i cannot wait! a +++,2023-02-19,0,3,0,148,0.0,1.0,0.0,0.0
1,United States,my review on this product. the box came dirty and damaged but on the inside of the box there is evey thing is supposed to be in there and the airpods them self sound vray great there is no audio cut outs or and problems connecting the case and airpods camean clean and there looked jus like new i highly recommending you to buyse if you plan on it. :),2023-01-01,0,5,5,351,0.114,0.678,0.208,0.8865
5,United States,get these !!. best headphones ever !!,2021-12-14,0,5,0,37,0.0,0.528,0.472,0.7482
5,United States,"work after getting a replacement. update: 
 i decide to get a replacement and i feel back the faulty oons. they work great. 
 old review: 
 i waited for a couple days to use a fauly product. that is remove frustrating. 
 they are clean and actually shiny. yay. 
 left airpod charges wheenver it wants to, but bith airpods will not charge unless the case is being actively charged regardless of case percintage. 
 case is faulty and opens and closes properly every other time. 
 bluetooth has truble connecting to iphone in the sense that it connects yet does not show up anywhere - nowhere to be seen in batteries widget nor connected devices after the> initial connection <, yet shows up as connected in bluetooth settings. it does not play the audio on airpods, it actually you have trouble connecting and makes your audio apps lag for sub sub ugodly reason. 
 they show up on airplay but will not connect. 
 battery is not that great eithher, only last you 2-3 hours (mainly becouse it does not even charge all the way without disconnection.) 
 they sound ""ok"". 
 they have been delivered for 4 hours and never worked properly.",2021-05-30,0,1,1,1130,0.112,0.844,0.045,-0.9245
5,United States,"you are airpod pros worked perfectly - but make sure that the seller sells good equipment. bought another pair of renewed airpod pros from another seller. when i received them, one of the pods had constant squealing and the battery for the case and the pods did not fully charge. and then, for sum reason, i went to sniff the pods. disgustingly, the pods stunk like they weren's even cleaned. so, i returned them immedialy and bought another renewed pair from a different seller. this time the pods and case operated perfectly and sems no different than a new pair.",2022-07-19,0,5,5,565,0.095,0.754,0.151,0.7845
5,United States,"excellent condition and comes in a box with proper packaging. almost new, everything is perfect",2022-08-15,0,5,5,95,0.0,0.637,0.363,0.8126
5,United States,they are real. they were great do not know why people say they are bad like them and real,2021-04-01,0,4,0,89,0.134,0.613,0.253,0.4767
5,United States,"brand new look. they are beyond perfect, instant love, perfect packaging, came with a charging cord, exceded expectations!",2021-03-27,0,5,5,122,0.0,0.558,0.442,0.9168
4,United States,they are great. i owned a new set that were stolen. these are cheap angouch compared to new but i will say i think the battery may be less than new. i seem to remember better battery life. but they are great if you just want a set of pros but do not want to spend that long price tag. this is the way to go. they have good warranty to.,2022-01-13,0,5,0,335,0.04,0.755,0.205,0.9424
5,United States,"amazing. i really love my new headphones, even though they keep falling out while working or work out.",2021-11-20,0,5,0,102,0.064,0.603,0.333,0.8268
5,United States,love it. love it,2021-03-24,0,0,0,16,0.0,0.192,0.808,0.8555
5,United States,brilliant!. totally satisfied!,2021-09-20,0,0,0,30,0.0,0.118,0.882,0.8165
4,United States,nice buy. good so far,2021-03-23,5,5,0,21,0.0,0.345,0.655,0.6908
5,United States,love them. i love them,2022-10-02,0,0,0,22,0.0,0.263,0.737,0.8555
