username,rating,initial_statement,country,verified,review,usefulness,date,positive
Titi,1,Don’t buy It.,United States,1,"Poor sound quality, one of the pods doesn’t work.",3,2021-01-08,0
Marcos,1,No eran nuevos,United States,1,El sonido ya no es lo de unos AirPods nuevos,0,2021-02-06,0
Queenb,1,Wouldn’t download,United States,1,This product never would download onto my phone so I returned it to the seller.,0,2020-02-26,0
Molly,1,Trying to connect amd wouldn't,United States,1,Wouldn't connect to my phone,0,2021-04-11,0
Kayla,1,Rattled,United States,1,One of the air pods rattled,0,2021-03-24,0
David L.,1,Make sure item is 100% when buying a renewed item.,United States,1,The item didn't work. Only one side had sound. Item was returned.,1,2020-09-12,0
Amazon Customer,1,Defectuoso,United States,1,Dislike,0,2021-05-29,0
Jacob Wright,1,Waste of money,United States,1,Absolute waste of time and money never got them waited 3 weeks,0,2020-05-29,0
Maria,1,It don’t work,United States,1,It’s a fake AirPods,0,2021-04-04,0
allain laporte,1,Bad product,United States,1,They wouldn’t connect to the phone,0,2021-02-26,0
Miguel rosario jr,1,Don’t recommend at $160,United States,1,Not charging properly,0,2021-04-06,0
Carlos,1,Don’t buy it,United States,1,The right has an annoying sound,0,2021-02-13,0
Tanner Putthoff,1,Broken,United States,1,Product was received broken.,0,2021-02-01,0
Daniel,1,"Terrible, never buying from this retailer",United States,1,"Terrible, broken item, not even fixed. Visible scars",8,2020-10-06,0
Angel,1,Air pods pro,United States,1,Bad sound left side,0,2021-03-02,0
Alexus J,1,Terrible product don’t buy,United States,1,Terrible quality! Had to return because I couldnt hear!!!!,1,2020-05-21,0
JE,1,No llego,United States,1,No llego y nadie da respuesta,2,2020-10-18,0
Henry,1,Disgusting. Feel sick,United States,1,Everything was opened. Can see dirty thing on the earphones,4,2020-03-19,0
Pham,1,Hh,United States,1,Mbxgkxilcohxuldo,0,2021-04-04,0
1234,1,They are bad!!!!,United States,1,Never buy these things they don’t work in one ear!!!!!!!!!!,0,2020-02-19,0
Paulo S.,1,Return,United States,1,Doesn’t wok😡😡😡,0,2021-01-27,0
Leslie wach,1,Apple air pods pro,United States,1,Receiving my new AirPods the left side does not work,0,2020-02-12,0
Fernando Carmona,1,Not working,United States,1,Is not working is broke,0,2020-10-24,0
Laura pineda,1,No,United States,1,Is not working,0,2021-02-19,0
Zachary,1,Broken,United States,1,The right one was broken,0,2020-11-30,0
AntVaneg,1,Don’t buy it from these guys,United States,1,"Static in right ear, buy from another buyer.",1,2020-03-12,0
suwendy,1,DO NOT BUY!!,United States,1,Garbage! Arrived damaged!!,0,2020-07-22,0
Alex,1,I was scammed,United States,1,They are not working,0,2020-06-07,0
Ruben C.,1,Nada,United States,1,La batería mala,0,2020-07-12,0
dorwin conaway,1,I am still waiting,United States,1,Never have got them still waiting,0,2020-02-23,0
Simpson,1,Returning defective product,United States,1,Defective product,0,2020-08-23,0
Parmjeet Kaur,1,airpod pro,United States,1,left side airpod not working goodi,0,2020-02-23,0
Dan,1,Problems,United States,1,Has a strange rattle,0,2020-03-10,0
Amazon Customer,1,Defective,United States,1,This air pods were defective,6,2020-01-15,0
angel oros,1,sirve. lo. qe enbian,United States,1,no sirben,0,2020-05-07,0
Vineel,1,👎,United States,1,👎,0,2020-03-05,0
Clayton Baker,1,I didn't order a box.,United States,0,"This product came as the just box, no airpods, nothing, and I had to suffer with poor and slow customer service. I am outraged that I now have to wait for this product again. The product airpods are not bad but Amazon is.",0,2023-02-11,0
Lady Diamond,1,Choose a different place to purchase!!,United States,0,I purchased these AirPods before a trip I took and used them the whole trip they were a great product. But when I returned home from my trip got a knock on my door from a sheriff implying the AirPods were reported stolen and he had to confiscate the item. Reached out to seller with police report and incident and no respond no refund issued no one got back to me. I would not purchase from seller and use a different seller to avoid wasting time and money on a product I only got to use for 2 weeks!!!,1,2023-01-03,0
Steven,1,Junk,United States,0,"Absolute worthless garbage. Sent them
Back Twice for blown speakers and battery issues. Now a connection problem. And another blown speaker. Dropped the case in my truck and lost one. Since I had to unpair it again due to connection issues, I couldn’t play a sound to find it. I threw the case and other one out the window. Not even worth the hassle.",0,2023-01-05,0
Jaxon Faulkner,4,they are pretty nice BUT,United States,0,"i love these things, very good sound quality and noise cancellation. i got these as a gift from my dad. the only problem with them i have is that sometimes my music will just cut out. this didn’t happen with my 1st gen airpods ever so i know it’s not the phone. it doesn’t happen very often but it’s still annoying. but overall they’re pretty good.",0,2022-04-28,1
Juanita Noch,5,GET THESE!!,United States,0,"I’m so happy with my purchase, they were packaged like brand new and work perfectly I see no flaws!",0,2022-07-06,1
Frank Labori,2,They came scratched up and with a little dent on the closing lip so they wont close fully.,United States,0,They sound great and everything but the case itself is way too scratched up and the dent wont let them close the whole way so the battery will most likely run out quicker,0,2022-10-04,0
Stanley R. James,2,"Renewed AirPods may be stolen, old owner can track your live location",United States,0,"The product is fine, but purchasing a renewed AirPods from Amazon has been a nightmare.
My iPhone started warning me that my ""current location can be seen by the owner of this item."" I finally dug into the issue with Apple tech support who said the AirPods were still registered to someone not me, and I should ""ask them to de-register them"".
When I explained about Amazon, they directed me to amazon tech support.
Amazon tech support said its not their issue and to talk to seller tech support.
Seller tech support said its not their problem and to talk to Amazon tech support.",1,2022-07-23,0
sophia henry,5,Best earbuds I have ever used!,United States,0,"I received this product as a gift and I was very excited to receive them. I had very high expectations for this product and they were everything I expected. The sound quality is amazing it sounds very high quality. It also features a noise cancelation setting and that is very helpful and adds to the sound quality as well. The battery life is 10/10 I can use my air pods for days and not need to charge them after every use. The actual air pods themselves are built well too, they have a rubber insert for the earbud that helps them stay in your ears and not fall out so they are perfect for working out. I give these a 5 star rating and would recommend them to anyone",0,2021-11-29,1
MaryZsaGina Harris,5,Present,United States,0,I got these for my fiancé’s birthday and he loves them! So glad I got them!,0,2021-08-22,1
jaime Bolanos,5,Great deal,United States,0,I'm satisfied with the purchase 😃 gift birthday for my son. He is so happy!!,0,2021-09-16,1
Rashid,5,It's not what you think,United States,0,"A lot of people read it saying (refurbished) and move on and don't even consider buying it but let me tell you something. When a product is refurbished, especially apple products it doesn't mean its bad. When an item from apple is refurbished, it means that during scanning the machine detected something by mistake and when it does that it separates it into another line and basically it goes through a 2nd scanning. When they are refurbished, they just go through the scanning process a 2nd time and there's nothing wrong with that product. Apple may not tell you this so you pay more money for the one that does say ""refurbished"".",1,2020-09-22,1
T. Daggett,4,Nice,United States,0,Nice,0,2020-02-12,1
Alexander,3,Better buy new,United States,0,"Disappointed
Better buy new one
Scratches everywhere and it looks used",0,2020-09-04,0
Demetriana,2,Terrible,United States,0,Well I didn’t like that the AirPod pros wouldn’t connect a white light kept on blinking and not connecting to any of my devices,0,2021-09-03,0
Lisa Chaney,5,❤️AirPods Pro!,United States,0,Love!!! They get used everyday! Battery life awesome! Noise canceling is AMAZING!!! Only “issue” is I wish the small cushions were a little smaller but totally worth it!!,1,2020-09-03,1
Mrs. Y Allen,5,AirPods,United States,0,"I was a little hesitant about buying these renewed and I must say I am very happy that I did. The sound is great, they do everything they are supposed to do and the noise cancellation feature works great for me. Very happy with my purchase.",0,2021-02-23,1
Isaiahenriquez,1,Clicking sound,United States,0,"I got these Airpod Pros for christmas right, they are by far worse then the initial first gen AirPods i had, it keeps making a clicking noise in both ears and wont stop connecting and disconnecting and i cant even get a refund because it wasnt purchased on this account, definitely dont recommend buying
I feel ripped off bro.",0,2022-01-30,0
Shahida,1,You either get lucky or you don't.,United States,0,"I was excited to get this for $89 during Amazon Warehouse deals but unfortunately the item ended up being returned. Upon my observations I found earwax residue on the tips of one bud and inside the charger piece. Extremely disgusting and disappointed that the warehouse worker who inspected this couldn't even be bothered to reject it or try to sanitize it. It's not healthy and safe to send out such items in the times we're living. It's just unfortunately because the item was in nearly perfect condition, looks barely used with no damage, and yet something as unsanitary as earwax is still left on it.",0,2021-08-14,0
Troy,1,Worst headphones ever,United States,0,The sound is great they are comfortable but unless you want to keep hitting play because they want to disconnect or pause your music do not buy my pair are horrible they won't stay connected to my phone for even a Spotify commercial let alone a song I am very disappointed with them I went back to using the cheap gas station headphones I got to hold me over when my last set of headphones crapped out figured these would be a good replacement but was dead wrong only thing they are good for is smashing,0,2021-12-14,0
Jawshan Mashru,5,Amazing,United States,0,Great quality!,0,2021-06-08,1
Amazon Customer,5,A1,United States,0,amazing headphones,0,2020-12-05,1
Andres Miranda,5,Amazing headphones,United States,0,Amazing headphones can’t believe it 👏👏👏,0,2020-11-09,1
Maxwell T.,5,Money well spent,United States,0,"The noise cancellation is amazing, a very noisy band room sounds completely quiet when i have my music playing, the sound quality is amazing as well, love the bass, money well spent.",1,2020-01-10,1
Samuel,5,does the case have wireless charging?,United States,0,The headline says it all,0,2020-11-09,1
Prawin parajuli,1,Do not buy this is not even new its a renewed,United States,0,I have bought stuff from Amazon renewed and it was not great this one has same for 10 dollars more you can get a new pair on sale. Skip this. Someone return this because there was some issue with the item.,0,2021-08-23,0
Latoya Smith,5,Pro renewed,United States,0,Everything is fine,0,2020-10-30,1
Enthusiastdre,2,"Amazon ""Renewed"" = ""Tape up a returned pair and toss in a box""",United States,0,"These are the first two lines of the Amazon ""Renewed"" Guarantee:
-This pre-owned product is not Apple certified, but has been professionally inspected, tested and cleaned by Amazon-qualified suppliers.
-There will be no visible cosmetic imperfections when held at an arm’s length.
The product I received is scratched, covered in hair, and discolored. Gross.",1,2021-06-30,0
Karan Sareen,1,Worst battery life,United States,0,This was my worst experience with Amazon's renewed purchase. The Airpods we're tagged to someone else name and have not been reset and the battery just stays for ~1-2 hours.,0,2021-08-22,0
Joseph L,2,Poor condition and even missing altogether,United States,0,Careful with calling these renewed. Some came really banged up and two boxes arrived empty.,1,2021-07-28,0
SpongeMob,1,"3rd pair of NEW Airpods, not just these ""renewed"" ones - and THEY ALL DIED",United States,0,"Please re-read that headline. Yes, I have bought 3 NEW Pairs of Airpod Pro's - and ALL 3 have had one of the airpod pros stop charging at some point. These are absolute garbage and I have EVERYTHING Apple. I'm typing this on my macbook pro, while wearing my Apple Watch, with my iPhone in my pocket. This is by far the worst product Apple has ever put out. If i might add - this has ALSO happened to me with the Beats Pro's. Bluetooth and Apple is not ready for prime time. Avoid these at all costs.",1,2020-06-08,0
Sydney Ballard,1,Defective… static in left ear won’t go away,United States,0,"Bought these certified used in “excellent” condition from the Amazon warehouse. The condition labeling obviously has no quality control, because the left earbud does not even work; all you hear is static. Bought with a prime day deal and then when I tried to get a new put, they had run out. Customer service was horrible and never compensated for the mistake that was entirely Amazon’s for letting this product get sold under the condition label of “excellent.”",0,2021-06-23,0
AK,1,Ear wax on AirPods,United States,0,"I was excited to get my first AirPods but when I opened it I immediately noticed that it was obviously used, and seemed like it was barely cleaned. It still had ear wax stuck on the actual AirPods and inside the charging dock. Usually when I buy refurbished items they still seem new and clean. This is disgusting and I will be returning the item.",0,2021-06-24,0
Lindsay B,2,Not worth it.,United States,0,"They are too fragile. They break on their own, the noise cancelling stops working right. Those mic grilles get clogged up. They're overall just garbage headphones. Cool tech, but not practical.",0,2020-06-07,0
Nag,1,"Received empty box with just charger and extra buds, no airpods pro",United States,0,"Received empty box with just charger and extra buds, no airpods pro.
The box came opened,no seal or anything. I thought that was because of being a renewed product but was shocked to see its empty inside",0,2021-06-23,0
Kimberly Jefferson,1,One headphone,United States,0,I got this deal on these headphones from fat kid deals on Twitter and I literally just opened the box and it only came with one headphone just my luck I guess smh,0,2021-06-22,0
Michael Molina,1,Fake AirPods,United States,0,Literally got some flimsy plastic earbuds. Don’t get these,0,2021-07-07,0
Brittney torres,1,"Don’t buy, they didn’t connect to my phone!",United States,0,Bought these after reading all reviews thinking I would get a good pair but no! They don’t connect & you can hear static through the headphones.,0,2021-02-19,0
Andrew Young,1,You can buy these counterfeits from China for $50,United States,0,"Read the reviews. You can buy counterfeits from China for $50 and they look a LOT like real ones, even with the same packaging. You can tell fakes because noise cancel and pass-through do not work.
They are a decent set of wireless headphones, but they are not worth $50 to $100 more than retail for genuine airpods.",0,2020-02-10,0
Hunter Ray Parrish,1,"FAKE, DONT BUY",United States,0,"I did not buy these but everyone’s saying these are fake (and obviously they are, they’re refurbished AND more expensive than new ones) and just wanted to bring more attention to that.",1,2020-02-21,0
iReview,1,Scam Counterfeit Price Gouging,United States,0,"These are counterfeit earbuds, all have the same serial. Do not fall for this scam.",2,2020-02-06,0
Zachary Mann,1,Fake,United States,0,These are fake you can tell from the stock photo.,0,2020-10-10,0
Gregg,1,Pricing,United States,0,Wrong price mf,1,2020-03-04,0
Isaac,1,Don’t waste your money.,United States,0,Don’t buy these. Way overpriced and used.,0,2020-02-14,0
Husam,1,Be careful,United States,0,More expensive than the new one 😂😂😂😂,0,2020-02-03,0
Vaikunta Jayanthi,1,Scrapppp price!!,United States,0,Garbage price by the seller! Scrap!!!,0,2020-01-29,0
Tyler Wilson,1,"$100 more AND refurbished, yeah pass on that",United States,0,Headline says it all,505,2019-12-17,0
Y.Reid,5,Can’t believe these weren’t brand new,United States,1,"Really glad I got these, my favourite thing about AirPods is how quickly it takes to get from not listening to music to listening to music. These specific model I couldn’t tell these were refurbished to be honest! They are clean and work perfectly and I have yet to kill the battery. I love it. I think I expected a bit more from the noise cancelling though but this is my first ever noise canceling device and I think I may need to try a different tip fit in my left ear versus my right ear. Or maybe a comply foam tip for a different fit. As sometimes the fit is a bit loser than the original AirPods we’re. But don’t get me wrong I used these on a plane and it was a much better experience than the AirPods one",0,2021-06-07,1
miranda,5,Almost brand new!,United States,1,"I absolutely love these. Not only are they amazing works of art, they are a part of my everyday life, and for good reasons.
If you’re skeptical about ordering these “Renewed” Airpod Pros, DON’T BE! I ordered these and got them delivered the same day! Very well packaged, and came with all of the accessories that would come in a sealed box. Very minimal scratches, can’t even tell really. And they were very clean, almost brand new! Definitely worth it. That’s my two cents.",0,2021-11-01,1
Blivits,5,Almost too comfortable,United States,1,Took a chance on some refurbished AirPods. So far they have lived up to my expectations as an Apple product. They have been easy to use and the connect quickly no matter what implement I use. The only thing I don’t like about them is I forget that they are in my ears.. lol surely not a fault but they have nearly gone swimming with me a couple of times.. if you have never had real Airpods in your ears you are in for a treat.. enjoy,0,2021-04-26,1
Wanda M,5,As good as new,United States,1,I was not really thinking I wanted renewed but I saved 120 dollars getting these and they don’t disappoint so far. They arrived in a new looking box and was well equipped with a cord and ear ends to change out tips. I didn’t like I could not getting extended warranty options for them tho.,0,2022-04-09,1
iris,5,Wonderful shape and product!,United States,1,"I was a little skeptical with the refurbished product but it works amazingly, it’s a real Apple product repacked in the original box, although there was an odd charging cable with it, it wasn’t a normal USB- USB-C lightning cable that most apple charging cords are but nonetheless if you use apple products you’re sure to have one of these anyways if you don’t have a wireless charger! All features work perfectly, paid $30 less for the same product just not brand new! I would highly recommend this product from this seller!",0,2021-09-20,1
Donkeykiller,1,Stay away !,United States,1,Item not as described. Ear bud case had no serial number on them. The ear buds sounded horrible and marks on them. I took them to Apple store and they stated they were not OEM.,1,2021-10-07,0
Melinda Koger,5,love these,United States,1,"these are so good. noise cancelation is no joke lol, when these are in u cant hear anything. came perfect and on time. not damaged and very long battery life",0,2022-01-20,1
Liliya Morozov,5,Love these!,United States,1,"New packaged, great quality, comfortable to wear. Love using one for music, and still being able to work and hear.",0,2022-07-03,1
Foren6,5,Good sound quality,United States,1,The sound is very nice including bass quality. Battery lasts around 3-4 hours in constant use. I’m enjoying them over others I’ve bought in the past.,0,2021-12-14,1
Reddoglover,5,Impressed,United States,1,They do what they say and since I’ve only had them one week they are great. Hopefully many years of service from them.,0,2022-05-02,1
Michelle Ellis,5,Like new AirPod Pros,United States,1,"These earphones work as well as a brand new pair. Now signs of use, perfect condition.",0,2022-05-21,1
Daryl Brown,5,Surprisingly good buy. Very happy with purchase,United States,1,All around good buy. Comfortable fit great sound very happy. Would recommend to anyone looking for a a similar product,1,2021-11-10,1
Arianna Shaffer,5,comfy,United States,1,These are very comfy and the noise cancelation is amazing,0,2022-04-27,1
Lil Gummy,5,Satisfied,United States,1,Used as my personal. I like the fact that they stay in my ear much better than the air pods ear buds.,0,2021-12-05,1
Alden Murphy,5,So much better than AirPods,United States,1,The normal AirPods hurt my ears but these AirPod Pros are so much easier for me to wear. I can have them in my ears all day with no pain! Love these so much I have bought some as presents for my sons.,0,2021-11-17,1
Andres Franco,5,Excelentes,United States,1,"Se demoraron 2 semanas en llegar a Colombia.
El sonido es excelente, cancelación de ruido optima, de una los reconocio mi iphone 11.
A pesar de estar reacondicionados funcionan muy bien despues de 6 meses de uso, aproximadamente usandolos 3 días cada semana.",0,2022-04-26,1
carlos quijano,5,Excelente,United States,1,Buena compra,1,2022-03-31,1
peter russo,4,Great,United States,1,Not disappointed. Worth the money. Good purchase.,0,2021-10-28,1
Salvador conde,5,Es muy buenos,United States,1,El cancelador de ruido es impresionante,0,2022-06-04,1
Livia Montanez,5,love love love,United States,1,"Great price, great quality, fast delivery. The noise cancellation is my favorite. Super happy!",0,2021-09-27,1
Saralee2005,5,Amazing,United States,1,These earbuds are way better then I thought. My son is so happy with these and they look like they have never been used at all.,0,2021-12-03,1
Danilo W. Ocampo,5,AirPod de mis más favoritos,United States,1,"Muy buenos, vienen en excelente estado, muy buena calidad de sonido y la batería tiene mejor duración que los modelos anterior, tiene el detalle que se sienten muy ligeros en el oído y es por la esponja pero una vez que te acostumbras se siente bien",0,2021-06-04,1
Isabell Peppers,5,I wished they had smaller ear buds my ears are to small but they fit my boyfriend’s just fine,United States,1,I like the battery life on them it’s long lasting also I would purger them to come will smaller ear buds they have small but I need ss,0,2021-10-28,1
Kea,4,"Only 1 issue, but overall fine.",United States,1,"The AirPods itself works pretty fine, but they were a little dirty and I had to clean them. I understand they’re bought renewed, but I expected them to have been cleaned, at the very least.",0,2021-09-20,1
R,5,Noise canceling,United States,1,You have to try them to understand. Would definitely recommend :),0,2021-11-27,1
Nicole Reich,5,Great Product,United States,1,Got these because my husband had a pair and mine were not Pro. Liked these so much better than the originals.,0,2021-11-11,1
Tessa,5,excellent,United States,1,"car, running.",0,2021-11-15,1
julia aponte,5,great product,United States,1,they sound and work great. would never know that they were refreshed/previously owned,0,2021-09-13,1
Frank S,5,great deal!,United States,1,Works and looks like new.,0,2021-10-29,1
Jack Kanzenbach,4,Bro. Seriously?,United States,1,"Something makes me question if these were genuinely refurbished. Maybe removing the earwax in the silicon tip can be in order next time? Other than that, you are buying a used set of Airpod Pros.",0,2021-09-11,1
hilda,5,Price was reasonable campared and great quality!,United States,1,Love the air pods great quality sound proof,0,2021-09-25,1
Amazon Customer,1,The left ear Bud didn’t work,United States,1,The left ear bud didn’t work but they did take it back and give me a prompt refund.,0,2021-12-17,0
Maria,5,So convenient and a clear sound!,United States,1,Love the earbuds! Easy to use ad the sound is great!,0,2021-07-08,1
Latoya Smith,5,Love it,United States,1,Great Quality,0,2021-10-03,1
MARIO,5,Best noise canceling I’ve experienced so far,United States,1,Sounds good and spatial audio is great. Could have more bass though,0,2021-09-22,1
Jordan sparse,5,Great sound,United States,1,"I ordered these as a birthday gift!
They came in great condition, packed well, secure!
Brand new out of the box! Very happy with the purchase",0,2022-06-20,1
Patrick Mach,5,Exceptional quality headphones at a reduced price,United States,1,Nice to get these refurbished headphones at a discount.,0,2021-09-14,1
Uriel81,5,They are good quality but they are still linked with another apple account,United States,1,This Apple AirPods are still link with another account and it’s annoying. Keeps telling me that the owner still can see location for this products,0,2022-04-22,1
Justin Hammonds,3,Ok for price,United States,1,"Had a few places where it looked like white paint was applied. Other than that, seems to work ok",0,2021-07-05,0
MacKenzie Browning,1,“Renewed” must be a new name for TRIED to clean.,United States,1,I paid 158$ for these AirPods. The whole outside of the case was scratched all to hell and one of the AirPods has dust/lint on one of the side speakers.,0,2022-03-08,0
Stephanie,5,Perfect!,United States,1,They are like new.,0,2022-03-21,1
Amazon Customer,5,great deal great price & great warranty!,United States,1,"Great sound, lite feel and price was worth it too!",0,2021-10-09,1
mamadou Diallo,5,Thanks,United States,1,Thanks,0,2021-09-11,1
Criselda de Guzman,5,It’s good,United States,1,"Everything works good so far, I’m happy thank you seller and Amazon you guys are the best",0,2021-09-17,1
carlos,5,Clear sound. battery life,United States,1,Great product. really like it,0,2021-10-29,1
Kevin Hogg,5,Very impressed,United States,1,No complaints well worth it,0,2022-04-24,1
Dre,5,Airpods,United States,1,Great product. Showed no signs of use and looks brand new!,0,2021-10-17,1
Kevin,5,Everything works perfectly fine,United States,1,There’s really nothing to unlike,0,2022-05-08,1
Cintia,5,Good,United States,1,Very nice,0,2021-11-08,1
Chris K,5,Good purchase,United States,1,Works great,0,2021-10-06,1
Michelle Huskey,5,Shipment was delivered very quickly,United States,1,Great sound quality,0,2021-12-17,1
teresa spears,5,kid loved them,United States,0,she cried happy tears over them,0,2022-01-06,1
Ivory,5,Lovely,United States,1,Good quality for a renewed product no issues,0,2021-04-04,1
Tom,5,Good quality,United States,1,Good sound quality. Been happy so far.,0,2020-12-13,1
Gokhan Gulseven,5,"very good sound quality, very good battery life",United States,1,"very good sound quality, very good battery life",1,2020-10-19,1
Nanny,5,Received within 24 hours from ordering,United States,1,Looks and seems like brand new out of the box. Paired within seconds. Works great so far!,0,2022-11-29,1
Kiasha,5,Love it,United States,1,Love it,0,2020-09-27,1
James A. Palmer,5,Apple AirPods Pro,United States,1,"What a great deal I got, the AirPods came in the original box, “brand new” Thank You very much!",0,2022-10-06,1
Sydney,5,great airpods,United States,1,noise cancellation is sometimes TOO good but it’s perfect for my jobs where I can just ignore people and vibe,0,2022-10-11,1
Jaylene Hall,5,I was very skeptical only but I’m glad I purchased!,United States,1,"I was very skeptical at first because of it being RENEWED. You never know what to expect, then I’m a “reviews” type of person so I looked at reviews saw a lot of bad reviews but the good reviews drew me in to just chance it and hope for the best quality product. It’s a STEAL for this PRICE! You can’t beat it. I love them! Noise cancelling is great when I want to drown out my kids and husband 🤣 and their nice and loud, watching movies makes you feel like your actually there. Surround sound in my ears 👂🏽. If you don’t believe my word, here is a picture/video of my headphones. Mint condition, no issues!",0,2022-09-04,1
Joshua,5,AirPod pros,United States,1,Good solid product !,0,2021-03-20,1
Katy,5,Love,United States,1,Love it!,0,2021-04-02,1
amaz cust,2,Do not but refurbished,United States,0,These are not refurbished by Apple. Read the 1 star reviews. They do not work and many claim they are fake. This is way too expensive for this poor quality or product that is a copy.,0,2022-10-17,0
Kylee Pisciotta,5,excellent,United States,1,"Worth the money because these headphones are the best pair I've ever owned. Yes, a little pricey, but spoil yourself. Noise cancellation is a 10/10",0,2022-12-26,1
Daniel J Hrudickadaniel,5,Noise isolation is the best I’ve experienced,United States,1,I love them their better than my beats pro wireless,0,2021-04-25,1
Jcobi dorris,5,Great,United States,1,Theres no way i could listen to music with noise cancellation when i can just put my airpods in and just sit there and say huh to everybody,0,2021-04-27,1
Andre Brown,5,Best yet!,United States,1,I love the sound quality and the speed of recharging,0,2021-12-02,1
Andrew,5,Wow! Better then expected.,United States,1,Perfect Condition! Loved it and I love the wireless charging feature! Noise canceling works like a charm. Would Recommend! Do not listen to bad reviews.,0,2021-06-17,1
Jackie Stewart,1,AirPods,United States,1,One of them completely did not work,0,2022-09-07,0
MIGUEL ANGEL JOSE,5,Increibles,United States,1,Impresionante,0,2021-04-10,1
Madison,5,Great product,United States,1,I love my AirPods. They fit tightly in your ear.,0,2022-01-28,1
Knockout212,1,"Very disappointed, I can’t believe what was sent",United States,0,"It may not happen often from reading the other reviews, but with my luck it did. I not only received a fake, but a really bad one. Case and buds were also extremely beat up and so damn dirty. The cheap plastic buds were too light, no mesh on the black areas like the real ones, no mic, I can go on and on. The only things that seemed genuine was the box and cable. I was advised by Amazon that these were from a third party seller. I’m still utterly amazed that these fake garbage buds passed any sort of inspection.",0,2021-07-09,0
Larry Gutierrez,5,Work great,United States,1,AirPods worked great didn’t have any connections issues or sound issues definitely worth the buy from my perspective.,0,2021-10-16,1
Amazon Customer,1,Don’t waste your money,United States,1,Just save your money look for something better even though online reviews look great and they may sound awesome out of the box mine didn’t even last a year and now they’re pretty much worthless.,0,2022-07-01,0
Alexandra Bland,3,These AirPods are cool but the driver took them,United States,0,These were cool but the driver took them,0,2022-11-19,0
Manuela Morales,5,La mejor compra,United States,1,"SUPERÓ MIS EXPECTATIVAS
Me encantaron, llegaron en menos de una semana, perfectamente limpios, los accesorios nuevos y sin un rayón
La calidad del sonido es perfecta",0,2021-01-23,1
Sara Onofre,5,Apple is Apple,United States,1,"Puntualidad, cumplió con la expectativa",0,2021-03-09,1
Cory,4,Tough to beat,United States,1,"I started with Apples AirPods when they first came out and they're good but I had a few issues, with fit primarily. So when they came out with the Pro version I knew I wasn't the only one wanting a few changes, different sized ear tips chief among them. These are so much better fitting/sounding than the original its incredible, I am not really a fan of the squeeze technic vs simply tapping but we'll see maybe that'll grow on me. If only Apple brought their manufacturing here to the USA thats the number 1 improvement needed at this point, but unlikely as of 2021...
Update 2022, they are great! The squeeze is ok, I'd still rather have the tap but, whatever. Sound is very good, battery life is incredible considering how small they must be.",0,2021-01-30,1
Johnnae,1,I can’t and I won’t,United States,1,They came this morning so excited to give these to my brothers and well nothing,6,2020-08-27,0
Eric Flores,5,Good as new!,United States,1,Good as buying new,0,2021-04-19,1
Jayy yishi,5,Air pods,United States,1,I love that they work every time,0,2022-07-27,1
Silla Jordan,1,don't waste your time buying,United States,1,Bought a pair for my son. The left side didn't work at all. Had a replacement sent to me and it wouldn't connect to phone Bluetooth what so ever. Had to go buy from elsewhere,1,2020-09-11,0
Linda T.,5,Battery life isn't long enough,United States,1,I didn't think I would like these air pods. But I really like the noise cancelling feature.,0,2022-11-02,1
Tom,4,Great quality,United States,1,"Came in a resealed factory box. The box was dirty but the AirPods and case were pristine including all factory ear tips, documents plus an Apple warranty, overall would buy renewed again.",0,2022-06-09,1
Jake Cruz,5,"Save some money, get them.",United States,1,"Unless you’re looking to get Apple care of use Apple Card, save your money and grab these. Same quality as my Apple bought pair. Love ‘em",0,2022-09-14,1
Orange Blossoms and Gardenias,5,Popular gift item - teenager loved this,United States,1,"Arrived on time, as described and in good condition",1,2023-01-08,1
Jennifer L. Norris,5,Best AirPods,United States,1,"Absolutely love these! Had the OG AirPods before these and although these are more expensive, with what they bring to the table completely recommended these over the regular air pods.",0,2021-03-15,1
Martin Nobbs,5,Great Service,United States,0,Great service and wife is very happy with them,0,2022-01-05,1
Carlos A. Casallas,5,Ok,United States,1,Ok,0,2021-01-29,1
Maggie Elizabeth,5,"They were renewed, but you would never know it",United States,1,These came in brand new packaging and item just as describe. they work perfectly and i was able to save about 50 bucks getting the refurbished. i just ordered a second pair for myself!,0,2022-11-05,1
SPENCER FAYER,3,"I don't believe these are ""renewed""",United States,1,they did not come in a sealed box and were still connected to another phone when I got them.,0,2021-05-12,0
Nicholas Edwards,5,Good app,United States,1,Sounds great,0,2021-04-23,1
Unnique,5,It’s sounds great and battery last long,United States,1,Great product,0,2022-07-28,1
Dalvin Chalmers,5,Pocket G-Ride,United States,1,i Like Everthing,0,2022-03-02,1
Humberto Gonzalez J,5,Really happy,United States,1,"I had them before, I lost them so I had to get the same. Strongly recommend them for the noise canceling.",0,2022-07-20,1
austin,1,Left side dosent work,United States,1,Left side dosent work,0,2021-12-27,0
John Fuhr,5,Headphones,United States,1,Great,0,2021-11-02,1
Rayelis,5,They perfect. When u don’t wanna hear any noise,United States,1,Sound quiality,0,2021-03-06,1
Dominick,5,A must have from a must buy seller,United States,1,Quality is amazing. Noise cancellation is the greatest feature I’ve ever had. I also had a slight delivery issue but that was because of USPS and not the seller. There’s a slight warp on the box to the left but other than that it’s pretty much brand new. 5/5 would give a ten if I could. Thank you for your product!,0,2021-05-06,1
Christine,5,Great purchase.,United States,1,These AirPods are awesome. The noise cancellation is great and the battery life is superb.,0,2022-11-29,1
Mario Gorsira,5,Good,United States,1,Great,0,2022-08-23,1
