username_name,username_rating,username_inital_statement,username_country,username_verified,username_review,username_usefulness
Melissa Harris,1.0 out of 5 stars,Don’t buy from this company,"Reviewed in the United States 🇺🇸 on June 26, 2021",Verified Purchase,They sent me a pair of earbuds that didn’t even work at all. The sound was horrible with so much feedback. They wouldn’t even connect to my iPhone. When they did manage to connect it would only be for a few minutes. The case wouldn’t even pair. I bought another pair of “renewed” earbuds from a different seller and they came packaged beautifully with a charger included. These came in a ziploc bag with no charger. When I contacted them to have these things replaced they told me to go to the Apple store. So I did. Now the Apple store has had these earbuds for the past 2 weeks and they are still “diagnosing” them because when I was in store they failed every diagnostic test they ran so they had to send them off. Bought them almost a month ago and I still don’t have my earbuds just because this seller sold me a garbage product and then refused to just exchange them for a pair that works.,
MrsKKent,5.0 out of 5 stars,Just like new,"Reviewed in the United States 🇺🇸 on September 27, 2022",Verified Purchase,"They work as if they’re brand new, came very clean & has strong noise cancellation too! At first I was a big nervous after buying but they’re perfect & I saved a good amount of money",
Natural Nour,5.0 out of 5 stars,For who’s looking for a case,"Reviewed in the United States 🇺🇸 on December 15, 2022",Verified Purchase,This is the perfect and durable case for it! https://amzn.to/3HHREK4,
Tim Russo,5.0 out of 5 stars,Overall Great,"Reviewed in the United States 🇺🇸 on July 3, 2021",Verified Purchase,"works just fine. audio is grate at, options are great, very clean when i got them nice and smooth and mostly charged just need to charge a few minutes to get to 100.",
Olíver sources,5.0 out of 5 stars,Xnxx,"Reviewed in the United States 🇺🇸 on July 24, 2022",Verified Purchase,,
Evan,3.0 out of 5 stars,The right bud buzzed when on ANC and transparency mode,"Reviewed in the United States 🇺🇸 on January 3, 2023",Verified Purchase,Product was defected,
Brian Gray,5.0 out of 5 stars,Thank you!,"Reviewed in the United States 🇺🇸 on February 6, 2022",Verified Purchase,All is well thank you!!,
Jayden,5.0 out of 5 stars,Great,"Reviewed in the United States 🇺🇸 on August 31, 2021",Verified Purchase,Had them for about a week now and I got a perfect one it seems because I’ve had no problems with them and saved me money. All the issues that have been stated can happen dont get me wrong but mine were and have been fine,
Jeyla,3.0 out of 5 stars,AirPods Pro,"Reviewed in the United States 🇺🇸 on February 19, 2021",Verified Purchase,Left and right AirPods keeps getting disconnected,
Cody james,5.0 out of 5 stars,Airpod pros must buy,"Reviewed in the United States 🇺🇸 on February 19, 2023",Verified Purchase,I bought the refurbished ones they look brand spanking new its incredible haven't used them yet but oh man I can't wait! A+++,
Ski,1.0 out of 5 stars,My review on this product,"Reviewed in the United States 🇺🇸 on January 1, 2023",Verified Purchase,The box came dirty and damaged but on the inside of the box there is every thing that is supposed to be in there and the AirPods them self sound very great there is no audio cut outs or and problems connecting the case and AirPods came clean and they looked just like new I highly recommend you to buy these if you plan on it. :),One person found this helpful
Bella molina,5.0 out of 5 stars,Get these!!,"Reviewed in the United States 🇺🇸 on December 14, 2021",Verified Purchase,best headphones ever!!,
Martin Garcia,5.0 out of 5 stars,Worked after getting a replacement,"Reviewed in the United States 🇺🇸 on May 30, 2021",Verified Purchase,"Update:
I decided to get a replacement and I sent back the faulty ones. They work great.
Old review:
I waited for a couple days to use a faulty product. That’s quite frustrating.
They’re clean and actually shiny. Yay.
Left AirPod charges whenever it wants to, but both AirPods won’t charge unless the case is being actively charged regardless of case percentage.
Case is faulty and opens and closes properly every other time.
Bluetooth has trouble connecting to iPhone in the sense that it connects yet doesn’t show up anywhere — nowhere to be seen in batteries widget nor connected devices after the >initial connection<, yet shows up as connected in Bluetooth settings. It doesn’t play the audio on AirPods, it actually has trouble connecting and makes your audio apps lag for some ungodly reason.
They show up on airplay but won’t connect.
Battery isn’t that great either, only lasts you 2-3 hours (mainly because it doesn’t even charge all the way without disconnecting.)
They sound “ok”.
They’ve been delivered for 4 hours and never worked properly.",2 people found this helpful
D Z,5.0 out of 5 stars,These Airpod Pros worked perfectly - But make sure that the seller sells good equipment,"Reviewed in the United States 🇺🇸 on July 19, 2022",Verified Purchase,"Bought another pair of renewed Airpod Pros from another seller. When I received them, one of the pods had a constant squealing and the battery for the case and the pods did not fully charge. And then, for some reason, I went to sniff the pods. Disgustingly, the pods stunk like they weren't even cleaned. So, I returned them immediately and bought another renewed pair from a different seller. This time the pods and case operated perfectly and seems no different than a new pair.",7 people found this helpful
Hammad Wasti,5.0 out of 5 stars,Excellent condition and comes in a box with proper packaging,"Reviewed in the United States 🇺🇸 on August 15, 2022",Verified Purchase,"Almost new, everything is perfect",
Anthony Apolonio,5.0 out of 5 stars,They are real,"Reviewed in the United States 🇺🇸 on April 1, 2021",Verified Purchase,They were great don’t know why people say they are bad like them and real,
Heart,5.0 out of 5 stars,Look brand new,"Reviewed in the United States 🇺🇸 on March 27, 2021",Verified Purchase,"They are beyond perfect, instant love, perfect packaging, came with a charging cord, exceeded expectations!",
Jay,4.0 out of 5 stars,They are great,"Reviewed in the United States 🇺🇸 on January 13, 2022",Verified Purchase,I owned a new set that were stolen. These are cheap enough compared to new but I will say is I think the battery life may be less than new. I seem to remember a better battery life. But they are great if you just want a set of pros but don’t want to spend that large price tag. This is the way to go. They have a good warranty to.,
Sheyla,5.0 out of 5 stars,Amazing,"Reviewed in the United States 🇺🇸 on November 20, 2021",Verified Purchase,"I really love my new headphones, even though they keep falling out while working or working out.",
Toni M,5.0 out of 5 stars,Love it,"Reviewed in the United States 🇺🇸 on March 24, 2021",Verified Purchase,Love it,
ENRIQUE AFRICANO OLIVO,5.0 out of 5 stars,Genial!,"Reviewed in the United States 🇺🇸 on September 20, 2021",Verified Purchase,Totalmente satisfecho!,
Dr Rob,4.0 out of 5 stars,Nice buy,"Reviewed in the United States 🇺🇸 on March 23, 2021",Verified Purchase,Good so far,
Lita D,5.0 out of 5 stars,Love them,"Reviewed in the United States 🇺🇸 on October 2, 2022",Verified Purchase,I love them,
Watkino Reviews,5.0 out of 5 stars,All the hype is true!,"Reviewed in the United States 🇺🇸 on August 21, 2021",Verified Purchase,"Apple does it again. Puts quasi-alien technology in my ears. Everything these buds are supposed to do they do very well. Troubled by buying ""Amazon Renewed""? You shouldn't be. Everything I've ever ordered worked exactly as advertised. In this case, they were brand new. There was still the original seal on the box. The only hint of something amiss was a slight watermark on the original box - which the description said wouldn't be included anyway.",
JC P.,5.0 out of 5 stars,Worth the money,"Reviewed in the United States 🇺🇸 on December 20, 2022",Verified Purchase,"Great product and worth the price. Battery seems to drain a bit faster than expected, but not really a big deal for me. The only problem I have with it, is that I get ""Airpods Mismatch"" error on the Find My app. It says that some parts of the Airpods is registered to a different Apple ID. This could be a problem if I lose the Airpods and it won't show on the Find My app. Other than that, I am very satisfied.",
Pans_world,1.0 out of 5 stars,Be aware with this scam,"Reviewed in the United States 🇺🇸 on November 4, 2021",Verified Purchase,"Be Aware, Amazon send me broken AirPods Pro, they chirping and don’t have sound, they claim the give you 90 return guarantee but they refuse to take it back. Wasted $180.. what a shame…
Scam in its finest…",One person found this helpful
Ethan Person,4.0 out of 5 stars,Worth the money,"Reviewed in the United States 🇺🇸 on July 4, 2021",,"Overall as a product, they're great. I almost never have a problem with Apple in terms of quality and build, and these are no different. I got an absolute steal on Prime day at $90 a pair for refurbished ones, and was worth it for sure. I can say, I can tell they've been used, but it doesn't bother me because the price reduction makes up for it. Thanks again.",
LaNa,5.0 out of 5 stars,Recommended!,"Reviewed in the United States 🇺🇸 on June 6, 2021",Verified Purchase,Just like new! Good battery life! Good sound quality! No scratches! Recommended,
Alexandre Ricardo de Macedo,5.0 out of 5 stars,Perfect,"Reviewed in the United States 🇺🇸 on May 19, 2021",Verified Purchase,Perfect,
Josefina maquieira,4.0 out of 5 stars,No sirven para hacer ejercicio,"Reviewed in the United States 🇺🇸 on September 3, 2021",Verified Purchase,Y no tienen la función de volumen incorporada. Hay q depender de tener señal de internet para rogar que Siri obedezca al pedido en voz alta de modificar el volumen. Es realmente muy molesto. Y no se puede hacer ejercicio porque se caen!!,
Jason Bergquist,3.0 out of 5 stars,"Great > Love Them, BUT","Reviewed in the United States 🇺🇸 on August 24, 2020",Verified Purchase,"I purchased them on July 20th. Less than 2 month into owning them and Loving them, they were perfect. All of the sudden one ear pod would now connect. This is my 2nd pair of Air Pod Pros and my son has a pair, we have owned the 1st Gen ones as well, so we are not new to the game of connecting Air Pods, we tried everything, and no luck, one would not connect! So they are being returned as we speak, we will see how the return policy goes.",4 people found this helpful
Jesus Barandica,5.0 out of 5 stars,Recomendado!,"Reviewed in the United States 🇺🇸 on October 1, 2022",Verified Purchase,Excelente compra. Recibí el paquete en muy buenas condiciones de hecho aún tienen garantía mis audífonos! Definitivamente puedo volver a comprar estos productos,
Sergio Maya,5.0 out of 5 stars,Estaban prácticamente nuevos,"Reviewed in the United States 🇺🇸 on August 27, 2021",Verified Purchase,Todo estaba tal cual como algo nuevo que simplemente abrieron la película porque hasta estaban completamente limpios.,
Eartha Anderson,5.0 out of 5 stars,I love them,"Reviewed in the United States 🇺🇸 on April 10, 2021",Verified Purchase,I love my New AirPods Thankyou Amazon,
Garrick Robinson,5.0 out of 5 stars,Worth it,"Reviewed in the United States 🇺🇸 on July 29, 2021",Verified Purchase,Use daily,
Kavon M.,5.0 out of 5 stars,It real and not fake good buy,"Reviewed in the United States 🇺🇸 on September 23, 2021",Verified Purchase,The box was a bit old,
Rachelzl,5.0 out of 5 stars,Rachel,"Reviewed in the United States 🇺🇸 on October 8, 2022",Verified Purchase,Love them,
denise brooks,1.0 out of 5 stars,Very low sound. Might be because refurbished,"Reviewed in the United States 🇺🇸 on May 13, 2022",Verified Purchase,I sent these back 3 weeks ago and still no refund. Couldn't hear anything.,
Emeka,5.0 out of 5 stars,So far so good,"Reviewed in the United States 🇺🇸 on October 5, 2022",Verified Purchase,Works well,
Adrian Felipe Romero Ocampo,5.0 out of 5 stars,Excellent - Grandes condiciones,"Reviewed in the United States 🇺🇸 on September 1, 2022",Verified Purchase,"Great condition and serial OK, the sound is perfect, the only way to find a scratch was with a microscope and it is clearly insignificant.
Thanks for help the planet!",
Sergey,1.0 out of 5 stars,"Why bother trying to recover a destroyed airpods, when you can just send it as it is?","Reviewed in the United States 🇺🇸 on September 5, 2022",Verified Purchase,"You will get a destroyed airpods pro,even if you buy an excellent condition one. Just another purchase I made and returned the moment I got it. One headphone didn't turn on,the sound on the second one came with delays.So much for trust for Amazon guarantees.",
Chidinma Nwokocha,5.0 out of 5 stars,Very fantastic. Felt new.,"Reviewed in the United States 🇺🇸 on May 29, 2022",Verified Purchase,I liked everything about it from sound to battery life and all,
Dionne,5.0 out of 5 stars,They are awesome!!,"Reviewed in the United States 🇺🇸 on January 13, 2022",Verified Purchase,I like them they fit snug in my ear when I went for a jog last night. The sound is amazing!!,
Lia,5.0 out of 5 stars,AMAZING?!,"Reviewed in the United States 🇺🇸 on August 7, 2022",Verified Purchase,"I was really skeptical that the airpods would be scuffed up, and have scratches or you know SOMETHING would be wrong with them, but everything is amazing!! The only thing I didn't like was my delivery was delayed.. but the product itself is amazing, the original product atm is $179 on amazon.. so getting it for $152 was a huge deal, and it's basically new!! DEFINETLY GET!! :)",
Ernestine Roberts,5.0 out of 5 stars,Works great,"Reviewed in the United States 🇺🇸 on November 15, 2022",Verified Purchase,My phone,
Quentin,5.0 out of 5 stars,Working great,"Reviewed in the United States 🇺🇸 on December 4, 2022",Verified Purchase,Works great,
Juan David Arias Escobar,5.0 out of 5 stars,Ágil el envio,"Reviewed in the United States 🇺🇸 on May 14, 2022",Verified Purchase,Cancelación de audio óptimo,
Diana Cortés,5.0 out of 5 stars,Buena calidad,"Reviewed in the United States 🇺🇸 on August 22, 2021",Verified Purchase,"Los AirPods son de buena calidad han funcionado como lo esperaba
Buen producto",
Patricia Raposo,5.0 out of 5 stars,.,"Reviewed in the United States 🇺🇸 on April 6, 2021",Verified Purchase,"The charging case is all scratched up, but they work wonderfully (:",
Julian Colindres,5.0 out of 5 stars,Great renewed AirPods,"Reviewed in the United States 🇺🇸 on July 31, 2020",Verified Purchase,I have no problems so fair get company to buy from,
Harry Dohrenwend,5.0 out of 5 stars,They simply just work great.,"Reviewed in the United States 🇺🇸 on July 5, 2022",Verified Purchase,"They are exceptional, well worth the money. Have had them a few months and zero issues. I have gone through 3 or 4 $60 buds all to stop working after a few months or having issues charging. These have been perfect.",
diana,5.0 out of 5 stars,Great Air pod pros!,"Reviewed in the United States 🇺🇸 on April 29, 2021",Verified Purchase,These work great!!,
Samuel Phillips,1.0 out of 5 stars,Buy somewhere els,"Reviewed in the United States 🇺🇸 on June 1, 2021",Verified Purchase,"I paid $200 for these and only one of the AirPods work, the other one dosent even connect to my iPhone and I’ve tried everything.",
G Magrath,5.0 out of 5 stars,I absolutely love them,"Reviewed in the United States 🇺🇸 on September 29, 2022",Verified Purchase,I absolutely love them. I don’t leave home without them,
Jonathan,5.0 out of 5 stars,Best Airpods,"Reviewed in the United States 🇺🇸 on June 22, 2022",Verified Purchase,"I love my AirPods. The battery life is great, along with sound quality is so well worth it. Noise cancellation is as expected. Great price and quality!!!",
Jennifer L,5.0 out of 5 stars,My daughter loves them,"Reviewed in the United States 🇺🇸 on November 21, 2022",Verified Purchase,I bought for my daughter as an upgrade to the AirPods our puppy chewed… she was fine with the original AirPods she had but really happy with the new upgraded version,
Danny,5.0 out of 5 stars,Wonderful and looks like they’re nee,"Reviewed in the United States 🇺🇸 on January 17, 2023",Verified Purchase,It was very good noise cancellation and transparency. The quality was amazing and I also got 6 months of Apple Music with it,
Chase,5.0 out of 5 stars,Very Very Pleased!!,"Reviewed in the United States 🇺🇸 on January 10, 2023",Verified Purchase,Just like new would 10/10 recommend. These Airpods are awesome!!!!!,
Freannys,5.0 out of 5 stars,Excelente,"Reviewed in the United States 🇺🇸 on March 21, 2020",Verified Purchase,Muy bien,
fabiola montecinos paz,5.0 out of 5 stars,The best,"Reviewed in the United States 🇺🇸 on July 22, 2021",Verified Purchase,"Me encantaron, sin fabulosos, los ame, la mejor compra",
Peterson Lissaint,1.0 out of 5 stars,Bad experience,"Reviewed in the United States 🇺🇸 on April 29, 2021",Verified Purchase,Bad experience,One person found this helpful
Frankie G.,5.0 out of 5 stars,Can’t tell the difference its amazing!,"Reviewed in the United States 🇺🇸 on July 22, 2021",Verified Purchase,Can’t tell the difference between brand new airpods and regular ones!,
Jalal Mansi,5.0 out of 5 stars,Good,"Reviewed in the United States 🇺🇸 on September 5, 2022",Verified Purchase,Good,
Harry,5.0 out of 5 stars,Just what I wanted.,"Reviewed in the United States 🇺🇸 on August 31, 2021",Verified Purchase,They are exactly as described and pictured in the listing. These Air Pods Pro are in mint condition! You’d never know that they weren’t brand new! They work as described and the quality is top notch! Amazon Renewed is the way to go for me from now on when I buy electronics!,
Andrew Chartier,5.0 out of 5 stars,Really good,"Reviewed in the United States 🇺🇸 on March 24, 2021",Verified Purchase,Amazing,
Ben Young,5.0 out of 5 stars,"Buy these, not new ones!","Reviewed in the United States 🇺🇸 on November 7, 2022",Verified Purchase,"After buying these, I’ll never get new ones again. These came in their respective box, as if I bought them new. Their condition was practically untouched. The price is incredible. If you are considering getting normal AirPods, go for the pros. There is more features such as cancelation which are more useful than you would think. I have had issues in the past with rubber tipped headphones but these work great and the cancelation still works. Plus if you can get the 90 day returns added onto your order then if you don’t end up liking them, just send them back, no big deal. You will love them!",17 people found this helpful
Danielle,5.0 out of 5 stars,AMAZING,"Reviewed in the United States 🇺🇸 on March 24, 2021",Verified Purchase,They are amazing. The sounds perfect and came with everything. They charge perfectly fine I’m very satisfied with this purchase,
NYC TRILL,1.0 out of 5 stars,mine were fake,"Reviewed in the United States 🇺🇸 on July 3, 2021",,"received a fake pair, went to apple to have the right one looked at for battery issues and received the unfortunate news of mine were fake.",
Patty Appa,5.0 out of 5 stars,Why did I wait so long???,"Reviewed in the United States 🇺🇸 on March 31, 2022",Verified Purchase,"Purchased these as ""renewed"" and came looking and performing like brand new! Even the box it came in looked new and all of the accessories were packed as though they came directly from Apple.
The ease of use, fit and sound quality are superb. The noise cancellation is outstanding, even for earbuds. Not sure what else you could want!?
Don't wait like I did - get em'!",
Oshun Waters,5.0 out of 5 stars,Amazing noise cancellation,"Reviewed in the United States 🇺🇸 on February 6, 2022",Verified Purchase,Gift for my son and he loves them! I tried them out and the noise cancellation is great! I’ll be ordering my pair soon! Sound is so crisp and clear!,
Steven Capello,5.0 out of 5 stars,great sound,"Reviewed in the United States 🇺🇸 on October 6, 2022",Verified Purchase,easy to pair and great sound,
Aleksandra,5.0 out of 5 stars,Recommend,"Reviewed in the United States 🇺🇸 on February 16, 2021",Verified Purchase,"Everything works good. Case didn’t have any scratches, got a full package even with a silicone ear tips bugs (every size)",
Josiah,5.0 out of 5 stars,Great experience,"Reviewed in the United States 🇺🇸 on September 14, 2021",Verified Purchase,Nearly perfect condition great for work cancels out the loud machines.,
Joshua A. Canizales,5.0 out of 5 stars,Must have earbuds!,"Reviewed in the United States 🇺🇸 on July 11, 2021",,"The sound quality is amazing, and the noise cancellation is super, and the battery life lasts really long! I recommended this!",
Beans and rice,5.0 out of 5 stars,Amazing product,"Reviewed in the United States 🇺🇸 on March 8, 2021",Verified Purchase,Amazing! These things are on a next level. The noise cancellation takes some getting used to it removes 90% of everything around you. And best it works great with Siri. Highly recommend,
Dylan Beltz,5.0 out of 5 stars,ANC,"Reviewed in the United States 🇺🇸 on March 12, 2021",Verified Purchase,Sound quality is pretty decent but the real star of the show is the active noise cancellation,
Billy,5.0 out of 5 stars,Great Product,"Reviewed in the United States 🇺🇸 on March 9, 2021",Verified Purchase,"Amazing product, came on time and in new condition!",
JT Marting,1.0 out of 5 stars,Do not buy,"Reviewed in the United States 🇺🇸 on March 2, 2021",Verified Purchase,Came damaged. Awful customer support,
Backsungeun,1.0 out of 5 stars,Received poor renewal product,"Reviewed in the United States 🇺🇸 on December 5, 2020",Verified Purchase,"AirPod Pro captured left-hand side buzzing and deafening noise
It was hard to return it because I bought it overseas, so I just refurbished it. Do not purchase the renewal product with this amount",
Moises Valenzuela Valenzuela,5.0 out of 5 stars,Great Product,"Reviewed in the United States 🇺🇸 on October 16, 2020",Verified Purchase,"Excellent Product, great quality",
Andrew Cerny,5.0 out of 5 stars,apple airpod pros,"Reviewed in the United States 🇺🇸 on September 18, 2020",Verified Purchase,"Works perfectly, everything came in the box",
Jeffery Baldwin,5.0 out of 5 stars,Good,"Reviewed in the United States 🇺🇸 on October 26, 2020",Verified Purchase,Good,
SirWMan,5.0 out of 5 stars,Gonna need one of those new usb charging blocks,"Reviewed in the United States 🇺🇸 on January 25, 2021",Verified Purchase,Product worked liked new,
Katie,1.0 out of 5 stars,Go to apple.com,"Reviewed in the United States 🇺🇸 on January 21, 2021",Verified Purchase,They came dead! They took forever to connect to my phone and then when they did the only one that’s worked was the left one and it didn’t even sounds good and the right side never even worked. The hype about the noise cancelling yeah that it’s a thing in these things,
Ricardo,5.0 out of 5 stars,Buenos,"Reviewed in Mexico 🇲🇽 on February 21, 2023",Verified Purchase,Buenos,
Sebastian,5.0 out of 5 stars,Parecen nuevos,"Reviewed in Mexico 🇲🇽 on February 10, 2023",Verified Purchase,solo q vino en una caja común solo eso todo lo demás es original y lo recomiendo,
Anthony Idemili,4.0 out of 5 stars,AirPods Pro,"Reviewed in Canada 🇨🇦 on February 9, 2023",Verified Purchase,Enjoying my newly bought AirPods Pro. Nice sound with some nice features and good delivery.,
ossiel rosales,4.0 out of 5 stars,Buena calidad relación precio,"Reviewed in Mexico 🇲🇽 on January 15, 2023",Verified Purchase,"Le daría 4.5 a los audífonos, también era una persona que no arriesgaba por productos re acondicionados, la verdad me llevo un buen sabor de boca, si llego con unos detalles estéticos pero realmente para darte cuenta tendrías que muy observador ya que a simple vista no se ve",One person found this helpful
Aldo D.,5.0 out of 5 stars,Excelente producto y sin problema todavía tiene apple care por un año mas,"Reviewed in Mexico 🇲🇽 on January 28, 2023",Verified Purchase,En un principio tenia mis dudas pero es un gran producto vale la pena muchísimo lo recomiendo ampliamente,
Patricio Arturo Torres Martinez,5.0 out of 5 stars,Son originales y me llegaron en perfecto estado incluye hasta las gomas de repuesto,"Reviewed in Mexico 🇲🇽 on January 29, 2023",Verified Purchase,"Llegaron en perfecto estado, lo que no incluye es su caja original ni el cable de carga, son Perfectos",One person found this helpful
Abdullah,4.0 out of 5 stars,Excellent condition of item. Bad battery life and not value for money.,"Reviewed in Canada 🇨🇦 on November 30, 2022",Verified Purchase,"The quality of the airpods pro is excellent! No scratches and almost brand new condition.
The only problem I have is that the refurbished airpods pro is not value for money. I can only get a maximum of 2.5 - 3 hrs of battery life before I need to charge again. This is not great, especially because I can pay $60 more and get 3x battery life on a brand new pair of original Airpods pro 2!!
If I am willing to splurge $271 for a refurbished product with such limited battery life, I might as well buy a brand-new pair of Airpods directly from Apple. I will be returning this product.
Message to the seller: Reduce your price or make sure the battery health of the refurbished AirPods is in excess of 90% to make it worthwhile and justifiable to buy.",3 people found this helpful
Cesar Perea,5.0 out of 5 stars,FATALES,"Reviewed in Mexico 🇲🇽 on January 23, 2023",Verified Purchase,Pues no llegó su cargador en la caja pero sirven de maravilla jjajajajajjaj,
Carlos Erick,5.0 out of 5 stars,Excelente compra por precio y calidad,"Reviewed in Mexico 🇲🇽 on January 21, 2023",Verified Purchase,"Me encanto el producto , es la segunda vez que compro algo reacondicionado y la calidad es como si fuera nuevo",One person found this helpful
Jacob Rom,5.0 out of 5 stars,Son renovados? No lo parecen en lo absoluto,"Reviewed in Mexico 🇲🇽 on December 29, 2022",Verified Purchase,"Fui de los afortunados que lo recibieron en menos de 3 días, con su caja original (solo un poco sucia), por dentro, cable original lightening, estuche y audífonos sin aparente desgaste o daño (Ninguno). Y lo más importante para mi era funcionamiento y uso, batería al 100% y todo funciona perfectamente, cancelación de ruido, sonido ambiente, botones táctiles. No parecen renovados, es como haber recibido un nuevo par de airpods de aparador.",2 people found this helpful
Juan José,5.0 out of 5 stars,Nuevamente muy satisfecho con los productos de Amazon Renewed,"Reviewed in Mexico 🇲🇽 on December 11, 2022",Verified Purchase,"Compre los audífonos porque anteriormente compré mi iPhone también en Amazon Renewed, y nuevamente quede muy satisfecho. Llegaron en un día y medio, el reparto me pidió el código de seguridad, sobre el producto llegaron en una cajita blanca genérica, dentro venía todo muy bien protegido en una especie de papel de espuma, contenía los audífonos, el estuche de carga y las almohadillas, NO traía cable pero en lo personal no lo necesito por lo que no me molesta pero si deberían indicar si lo incluye o no. Los audífonos y todo lo que contenía parecen nuevos, no tienen ni un rasguño, lo único que no me gusto es que no tenían carga, pero, lo que me encantó fue que al revisar la vigencia de AppleCare descubrí que tenía cobertura de AppleCare+ por medio año. En lo personal recomiendo mucho este producto.",2 people found this helpful
Luis,5.0 out of 5 stars,Que trabajan con honestidad y la calidad de sus productos..,"Reviewed in Mexico 🇲🇽 on January 14, 2023",Verified Purchase,Me gustó.,
Uziel López,5.0 out of 5 stars,Increíble producto,"Reviewed in Mexico 🇲🇽 on January 2, 2023",Verified Purchase,Pensé que iba ser una mala compra pero todo lo contrario incluso me ahorré dinero y obtuve unos audífonos casi nuevos,
Angela Mata,3.0 out of 5 stars,Garantía,"Reviewed in Mexico 🇲🇽 on February 14, 2023",Verified Purchase,"Hola, llevo días intentándome comunicar y no tengo respuesta, necesito hacer valida la garantía porque uno de los AirPods no funciona, que tengo que hacer para que lo validen ?? Muchas gracias",
Verito,5.0 out of 5 stars,No gasten su dinero no son originales,"Reviewed in Mexico 🇲🇽 on December 25, 2022",Verified Purchase,"No sirven, no pierdan su dinero, no funcionan, me llegaron unos “aipods” chinos, no sirven, son copias o réplicas y el peso del artículo es totalmente distinto que el original., es verdaderamente una lástima que autoricen a estos vendedores en una plataforma segura como es amaZon",4 people found this helpful
RA,4.0 out of 5 stars,No le dura la pila,"Reviewed in Mexico 🇲🇽 on November 8, 2022",Verified Purchase,Estos AirPods venían es muy buenas condiciones y con todos sus accesorios originales el problema por el que los regresé es porque ya tenía unos y la batería de estos la verdad es muy poca,
Felipe,4.0 out of 5 stars,Son excelente para todo tipo de comunicación y comodidad,"Reviewed in Mexico 🇲🇽 on December 11, 2022",Verified Purchase,Súper satisfecho ya que tenia los anteriores y estos me pareces mucho mejor,2 people found this helpful
Michelle,5.0 out of 5 stars,Súper cool,"Reviewed in Mexico 🇲🇽 on December 30, 2022",Verified Purchase,En muy buen estado,
Misael,5.0 out of 5 stars,Sorpresa Buena y X,"Reviewed in Mexico 🇲🇽 on August 21, 2022",Verified Purchase,A decir verdad estaba bastante asustado de qué no me llegara entre una y otra pero finalmente me decidí dado a que había conseguido el precio de 3500 que es el mejor precio que pude haber encontrado pero claramente tenía cosas que a lo mejor no iban a estar y no fui de los afortunados que vinieron con las cajas originales y Super certificados no viene una caja genérica con un cable genérico pero con las gomas de cambio que vaya que si me sirvieron llevo probándolos bastante y debo decir que son un poquito mejor que los normales dado que estos no me lastiman por ser de goma y la cancelación de ruido si se nota bastante también tuve la oportunidad de probar los AirPods Pro Max pero estos por la ridícula cantidad que pagué vale muchísimo la pena claro los orígenes de ese mismo en la pena y claramente la cancelación no tienen comparación ni una ni otra porque son más pequeños entonces si te gustan estos audífonos y los encuentras a buen precio cómpralos no lo dudes,One person found this helpful
Jair Medina Tellez,5.0 out of 5 stars,👌🏼,"Reviewed in Mexico 🇲🇽 on November 24, 2022",Verified Purchase,"Al principio estaba algo escéptico por los comentarios negativos. Pero hoy que me llegaron esas dudas desaparecieron. En general el producto me llegó en su caja original, y si bien no venía envuelto como de nuevo y la caja de cartón algo sucia, los audífonos funcionan perfectamente. La batería les dura lo que les debe de durar y hasta cobertura tienen aún. No duden en hacer esta compra. La recomiendo al 💯",3 people found this helpful
Christian,5.0 out of 5 stars,Los AirPods reacondicionados son suerte,"Reviewed in Mexico 🇲🇽 on October 19, 2022",Verified Purchase,"Tratándose de AirPods reacondicionados, no importando quien los venda, lo que te llega es mera suerte, puesto que casi nunca coincide la descripción del contenido que dice enviarte el proveedor con lo que termina llegando. Aunado a ello, he tenido buena experiencia con Amazon y con un vendedor con más de 97% de positividad, esto último es lo que deberían considerar antes de comprar a un proveedor ajeno a Amazon. En cuanto al equipo, es una chulada, buen audio, cómodos desde mi perspectiva, 4 horas de duración de batería que me parece justa porque no pasó tiempo prologando escuchando con los auriculares. Compren. La verdad valen mucho la pena.",4 people found this helpful
JESUS MONTENEGRO,5.0 out of 5 stars,TODO PERFECTO CONSIDERANDO QUE SON REACONDICIONADOS,"Reviewed in Mexico 🇲🇽 on August 30, 2022",Verified Purchase,"Me llegaron en perfecto estado, en la caja original, con todos los accesorios originales. de hecho aun tienen garantía con Apple de 6 meses y me regalaron 6 meses de suscripción con Apple music, la batería muy bien me dura al rededor de 4-5 hrs con 50% de volumen. Solo hay dos detalles que me parecen importantes mencionarlos, el ensamblaje se nota, pero, he leído en varios blogs que los que están ensamblados en Vietnam no son los mejores ensamblajes, pero no afecta en nada el funcionamiento y solo se nota si los observas muy a detalle a una distancia tal vez de 5cm y la otra es que la caja de carga solo los carga al rededor de 3-4 veces de 0% a 100% de batería. Llevo mes y medio usándolos y el sonido perfecto, la conectividad, el audio espacial, la cancelación de ruido funcionan al 100. Creo que valen totalmente la pena por el precio que se paga.",One person found this helpful
Jesús López,5.0 out of 5 stars,Como nuevos.,"Reviewed in Mexico 🇲🇽 on November 21, 2022",Verified Purchase,"Compré unos en “Remates de Almacén” y resultaron ser una copia, me animé a comprar los reacondicionados y me fue de lo mejor.
Leyendo comentarios parece que depende de la suerte o de quién los venda, yo los adquirí a “Wireless Expert, Inc.”.
Me llegaron con todo, caja, folletos, cable y gomas, los audífonos con una estética de 9.5%.
Y por el momento todo excelente.",8 people found this helpful
